ID,item,prompt,response,jrt,text,label
97-study_1-3652,8,8,the warmer lake is symmetrically shaped,4.2800775,A creative hypothesis for why water is warmer in one lake than another is the warmer lake is symmetrically shaped,0.7633324
91435-study_3-6303,9,9,then ask the person what they were thinking,1.5026238,A creative experiment for testing mind-reading abilities is then ask the person what they were thinking,0.26798615
134-study_2-7923,9,9,take him to a mall and have him read random people's mind and then go ask them what they were thinking about and see how accurate he was.,2.7917216,A creative experiment for testing mind-reading abilities is take him to a mall and have him read random people's mind and then go ask them what they were thinking about and see how accurate he was.,0.4978909
90847-study_3-2755,14,14,I think the stars could appear as though they were disappearing from the sky because a plane was obstructing my view,3.1010604,A creative hypothesis for why stars disappear from the sky is i think the stars could appear as though they were disappearing from the sky because a plane was obstructing my view,0.55306005
163-study_2-8358,4,4,"you could post a survey on social media because people are likely to have followers from different schools and ask questions that pertain to how kind, accepting, friendly each school is.",3.1987917,"A creative experiment for testing friendliness at different schools is you could post a survey on social media because people are likely to have followers from different schools and ask questions that pertain to how kind, accepting, friendly each school is.",0.57049
87-study_1-3282,2,2,"the one friend might have a pet dog of her own, or knows the dog better",2.3492498,"A creative hypothesis for why dogs like one friend and cats like another is the one friend might have a pet dog of her own, or knows the dog better",0.4189781
45-study_1-1718,13,13,students may be happier,2.7893536,A creative hypothesis for why students sing in hallways at a new school is students may be happier,0.49746856
39-study_1-1438,0,0,we can create something that measures their brain waves to see if what we say affects them at all.,3.959038,A creative experiment for testing bird's understanding of human speech is we can create something that measures their brain waves to see if what we say affects them at all.,0.7060765
92470-study_3-5280,6,6,You can try to understnd how animals interact with each other,2.0298264,A creative experiment for testing if animals have a sense of humor is you can try to understnd how animals interact with each other,0.36201036
94810-study_3-3160,14,14,they are becominh extinct,2.3949544,A creative hypothesis for why stars disappear from the sky is they are becominh extinct,0.42712927
8-study_4-15675,11,11,Does this planet have a moon?,2.4655523,A creative research question for a new planet outside of our galaxy is does this planet have a moon?,0.4397201
82-study_4-17668,7,7,How is this jungle impacted by climate change?,4.240021,A creative research question for a jungle containing no human life is how is this jungle impacted by climate change?,0.7561886
25-study_1-917,6,6,we could test this by first figuring out the range of animals emotions when they are happy sad angry or even laughing and from there test the thing that makes them react,3.514393,A creative experiment for testing if animals have a sense of humor is we could test this by first figuring out the range of animals emotions when they are happy sad angry or even laughing and from there test the thing that makes them react,0.6267761
